Actual_Price,Linear Regression_Predicted,Random Forest_Predicted,XGBoost_Predicted
2300,2779.875,2061.8,1898.2172
2460,2667.5,2691.75,2928.871
4010,4018.0,4123.75,3897.8154
4000,3830.5,3887.0,3676.066
1550,2058.75,1720.4,1765.201
3350,2901.75,3288.75,3204.4258
2730,2556.25,2624.15,2944.4607
2810,2910.25,2856.5,3100.9597
4860,5026.25,4785.95,4665.3457
4250,4248.75,4018.25,3201.3186
1530,-182.75,1654.15,1692.5288
2380,1842.0,2176.75,1962.5653
1770,2159.75,1686.35,2131.1667
1180,879.75,1220.65,1705.9562
1250,1812.25,1353.3,1756.9956
1620,1938.0,1574.0,2085.8247
1320,2106.5,1405.15,1391.8079
3170,3168.75,3174.25,3339.7092
2370,2371.9375,3811.2,3411.3923
3390,3407.5,3208.8,2968.1943
14810,15068.625,15365.15,15228.526
5270,5382.0,5164.25,4602.4893
5800,5462.0,5563.75,4761.0967
4020,6333.25,3922.7,3145.327
4550,3773.0,4479.5,4716.1963
5050,5367.0,4885.9,4738.448
4490,4231.75,4677.85,5121.63
6040,5453.75,5177.4,4987.3325
2560,1319.0,2490.2,2404.513
3780,6136.0625,3740.8,3039.0596
2220,1607.75,1992.25,1417.1385
3270,3372.1875,3245.8,3200.9128
5770,5767.25,4317.9,4724.0366
2570,2731.5,2810.85,2790.572
7700,5976.5,7224.8,6849.723
4400,4400.5,3991.2,3807.9548
1620,1618.75,1637.55,1962.5653
3340,3396.25,3385.6,3140.9807
4210,5322.25,4633.55,4375.635
3480,3481.0625,3637.95,3615.289
6720,7128.25,6673.0,6781.4316
3980,4557.75,4125.1,4069.4187
2890,2729.25,2896.4,2775.4912
6740,6433.75,6645.4,6584.752
7340,8124.25,8132.2,7653.5693
1620,1618.75,1607.15,1466.867
3660,3662.25,3762.1,3149.082
2180,2180.25,2585.5,2579.4749
6020,6019.5,4787.5,4970.1885
5510,5201.0,6413.85,6306.107
5460,5462.25,5217.5,5328.186
1620,1179.75,1947.15,1994.4935
8960,9761.75,8585.6,8701.294
8510,8674.75,8572.05,8838.785
8630,8626.25,8818.95,9061.188
8960,9707.25,9312.6,9311.557
6020,5069.0,5434.4,4661.142
7300,2988.1875,6899.3,6800.364
10690,11147.75,10658.25,11562.08
4780,6546.75,5466.15,4933.4624
2430,2428.0,2564.05,3053.2317
4400,3851.25,3933.95,3560.1475
1730,2245.75,1662.9,1982.0544
8910,9943.75,9614.75,9720.096
8600,13451.3125,8380.2,8179.5356
4250,4475.25,4093.35,3836.6
8940,8444.25,8530.9,7956.2686
2270,2849.1875,2246.9,2098.5168
7970,5804.0,8225.5,8209.2705
4300,3959.25,4220.9,3812.828
10470,10578.5,10591.1,11198.244
3010,1150.875,3599.15,3984.3708
10250,11133.75,10732.05,11830.829
2340,2378.75,2246.75,1916.3164
1620,1363.5,1668.95,1900.2106
3180,3183.75,2948.25,2766.0767
1770,2097.0,2530.95,2264.6694
4230,4228.4375,4419.75,4342.5693
2810,2991.25,2878.4,2596.3179
1820,1739.0,2302.45,2274.0896
3210,3956.75,3475.1,3196.1006
4220,4267.9375,4167.0,3923.2305
2000,1999.25,2023.55,1969.2072
3870,4208.0,3620.4,3243.3179
1300,1105.75,1123.25,1277.3131
1530,2289.75,1574.65,1754.2566
4040,3546.75,3510.8,3190.1584
4340,4396.25,4206.8,4462.7476
22520,22434.0625,22776.9,22521.602
2410,944.0,2435.8,2223.8323
2590,2368.25,2506.0,2322.417
3630,3824.0,3871.85,3772.856
4500,4783.0,4396.0,4506.1597
17000,17391.9375,16995.4,17400.928
3930,3361.75,3977.0,3710.2312
1840,1839.5,1795.55,2021.3295
15660,15659.75,15012.8,15832.566
4060,3927.0,4036.8,3798.7844
3660,3754.0,3705.8,3743.3564
1270,1152.75,1133.65,1280.437
15890,15889.25,14974.45,15165.894
4430,5529.25,4476.55,4081.7747
6310,5315.0,6162.7,5982.564
2780,2853.75,2712.8,2823.947
5030,4323.25,5081.5,4658.1245
2890,3122.0,2823.6,2500.614
3320,3596.8125,3418.3,3350.039
4520,4462.25,4654.7,4683.2896
18020,18019.0,16607.15,17357.846
8870,9844.75,9070.35,9253.186
8440,9247.75,10305.35,9208.586
1960,2096.25,1815.9,1442.4082
2070,2068.25,2067.95,2488.925
2730,2729.5,2813.2,2859.1013
1390,1106.25,1223.55,1374.0881
5110,5407.75,4519.75,3828.658
7140,4312.625,7109.4,6737.935
2890,2994.0,2637.55,2804.8435
1290,803.9375,1489.15,1921.7572
5560,6731.75,5578.35,5503.311
1770,2574.0,1736.25,1795.214
1390,2029.75,1413.15,1460.74
1610,1282.0,1683.6,1891.3275
2940,3009.75,3190.1,3266.1677
3620,4317.3125,3529.2,3299.8308
1540,1189.75,1618.4,1774.7686
4500,5748.75,4310.45,4422.135
6270,5248.625,6104.55,5863.7
1890,1845.5,2265.1,2246.74
3590,4454.5,3334.35,3318.6736
2450,1823.4375,2481.2,2543.4324
2150,2182.0,2205.45,2351.8274
9160,9161.25,9642.65,9172.873
2150,2419.25,2104.4,2141.5195
1930,1836.0,1796.45,2082.8733
3520,3519.625,4089.45,4581.8394
4140,4391.4375,4005.5,4002.6687
1340,1966.25,1246.85,1304.9054
6140,6904.5,6193.0,6351.7754
2880,2879.5,2757.6,2451.8972
4900,6250.125,5411.3,5777.0864
4320,4024.25,4197.35,4107.9893
1080,1002.75,1048.55,1272.0582
3340,6737.6875,3529.35,3753.1309
4370,3692.0,4088.65,3676.066
5470,4635.1875,5584.6,5963.8022
3040,3043.3125,2941.25,2982.304
1270,1268.75,1585.7,2252.2783
3220,1847.8125,3158.05,3333.0264
3090,3446.75,3141.4,3069.2317
3960,3754.25,3931.6,3554.8306
3100,3079.25,3153.95,3339.7092
2600,2469.625,2706.8,2832.46
3870,4311.5,3876.95,3628.119
1500,1498.0,1577.65,2075.5332
1740,844.25,1535.95,2002.5092
3500,3502.5,3073.45,2432.249
5450,5150.25,4839.45,4653.421
1990,1989.75,1834.8,2029.4949
4800,5133.25,4934.75,4584.2124
1540,2162.5,1732.65,2018.9154
2070,2579.5,2187.65,2463.1306
4710,3409.625,4658.4,5274.385
7130,7602.1875,7348.6,7271.682
1130,2009.5,1264.05,1717.8257
1420,2066.25,1319.5,1562.3625
2510,2187.5,2184.7,2205.8027
3800,3981.25,3784.1,3584.9746
19540,20330.0,19200.2,19756.68
2220,2219.25,2135.9,1797.3779
930,1336.25,1120.55,1426.1779
2600,2790.25,2688.35,2621.0051
29140,29139.0625,27759.9,28780.375
1870,1869.5,1739.95,2185.8738
6430,6300.5,6400.15,6565.3345
4360,4323.9375,4243.1,3979.4956
5880,5925.25,6331.1,6301.0347
1270,1675.25,1203.55,1375.6271
4310,4297.75,4935.7,5269.548
2070,2830.25,2039.5,2318.221
4570,4391.75,4302.1,4194.5815
3710,3989.5,3788.75,3554.6492
15890,15635.75,16115.25,15829.632
2680,3177.75,2675.85,2826.4841
1330,615.75,1363.5,1387.3542
4880,5294.0,4928.1,4801.9404
2520,2525.5,2432.4,2404.513
2920,2922.25,2789.2,2859.8564
1690,1693.75,1972.7,2342.984
3950,2795.75,4364.7,4578.8916
2000,2000.25,2007.75,2260.9016
1660,1656.0,1586.95,1612.6056
3950,4078.75,4033.35,3674.6345
5680,4828.75,6471.7,5758.2334
1720,2459.0,1743.45,1853.7101
4050,4004.75,4125.35,3812.828
5510,4706.25,6083.05,5708.2725
3060,3061.0,2617.55,2017.9271
3920,3917.75,4945.1,4887.623
1900,1899.75,4513.5,2959.1128
8390,8911.25,8411.6,8733.917
7000,12428.4375,6875.0,6283.6235
3290,3288.875,3377.1,3718.9402
3770,4127.25,3924.45,3879.503
2680,2500.5,2923.45,2825.745
3510,3095.75,3293.6,3237.5696
1940,3126.5,2152.85,2220.2278
1710,2473.0,2044.7,2198.2236
1350,1350.75,1732.8,2390.5066
1390,1515.25,1406.75,1413.5125
2590,2551.25,2529.1,2738.2588
8140,9227.9375,8365.8,8690.651
1210,1211.25,1621.1,2279.6877
9020,8890.0625,8954.15,8779.089
2940,1351.5,2732.7,2452.7354
3710,3481.25,4143.8,4629.1216
4350,3306.5,4695.0,3630.5017
2530,3106.75,2563.6,2793.395
1600,1599.75,1726.0,2293.4055
13970,15364.875,14064.5,14960.837
6280,6789.25,6317.2,6606.0645
4940,5296.0,4946.2,4801.9404
4410,4555.25,4444.95,3944.471
4190,2321.125,4320.95,4503.8145
3970,3869.0625,3871.05,3985.1396
2090,1842.5625,2281.75,2691.5847
5800,5807.25,4800.15,4751.538
4180,4278.75,3925.6,3697.924
1380,1426.25,1472.15,1928.0037
2150,1650.75,1974.3,2129.2
1210,1209.75,1401.25,1622.0958
3950,3739.5,3834.95,3177.6643
2110,2106.75,2510.15,2332.6372
1730,2036.75,1893.7,1840.3479
4070,4726.5,3957.4,4442.2964
2760,2834.0,2980.85,2842.388
1140,1185.75,1214.95,1336.0616
1260,1149.0,1127.35,1478.509
2250,2468.75,2192.8,1840.3479
2150,2148.4375,2226.35,2173.6104
3670,3988.75,3689.05,3459.4233
1690,1690.5,2014.8,2357.2957
930,1400.25,955.35,1255.8662
1460,813.25,1505.35,1945.0295
1070,795.0,1000.95,1212.5432
1870,1799.75,1861.6,2032.1184
2210,2627.6875,2347.85,2370.1465
1830,1993.25,2055.1,2282.7961
2250,2912.25,2297.35,2540.9543
4030,4682.1875,4092.95,4548.143
2060,2064.625,2209.95,2487.6887
6320,6318.8125,6775.05,7357.9385
4610,4523.0,4736.4,4109.913
5540,3310.5,5433.15,4767.1587
1600,2426.0,1652.1,1751.5576
6410,6653.875,6048.95,6202.3394
5970,5684.875,6134.55,6118.4893
5370,5290.375,5402.2,5153.1562
4680,4841.0,4566.8,4724.0737
5220,6125.9375,5249.0,4972.4907
3960,3913.25,3933.85,3765.6106
2520,3439.75,2592.9,2549.5378
3710,4189.25,3903.4,3635.2312
1650,1649.1875,1952.3,2419.7793
11190,11188.5,10005.1,10145.935
3490,2978.25,3442.25,3113.8918
8850,9163.125,8756.25,8704.694
1490,1669.25,1699.35,1986.7678
3730,3243.75,3741.6,2879.8713
6260,6762.25,7303.65,7686.11
4790,4723.1875,4735.25,4677.618
1370,1369.0,1559.15,1683.5438
2820,2155.25,2716.0,2586.7815
1410,1513.5,1562.55,1679.0944
9450,9072.5625,9515.25,8973.393
4010,4451.4375,4025.0,4042.7979
3640,3979.25,3780.7,3800.4453
3090,2844.25,3103.55,2766.0767
2170,1674.0,2337.65,2423.5525
8380,8864.75,8458.35,8683.628
3800,3863.4375,3838.9,3766.4822
2520,2688.5,2557.1,2803.1914
3500,3732.25,3565.85,3800.4453
2490,1953.75,2525.85,2574.0708
9040,9040.25,8885.05,8682.627
5530,5307.5,5051.95,4707.818
1370,1368.0,2051.25,2394.379
6250,5727.75,6258.2,6294.5435
3860,4277.25,3715.75,3853.775
4650,4649.3125,4871.95,4764.9224
1880,1882.0,2064.05,2737.0583
3350,3250.75,3304.35,3019.2817
1430,1304.25,1638.2,1858.2628
4200,3826.75,4189.45,3993.539
1310,796.0,1599.25,1799.8583
8710,10073.5,8996.2,8649.717
3050,3052.875,2934.35,3203.4033
9150,9313.75,9200.85,9263.387
2100,1914.1875,2277.15,2032.6725
1460,1457.25,1448.85,2028.3727
7870,1742.75,7009.75,7498.398
5130,5125.75,4264.8,4502.5747
4240,4781.75,4364.6,4703.6226
1340,1339.25,2405.95,2355.9124
3250,1591.0,3370.9,3415.9395
2460,2388.5,2678.05,2695.1323
7840,4709.25,7617.15,6663.2764
2280,2759.75,2294.15,2416.9429
4180,4737.5,3851.1,3689.6553
7270,7269.25,9159.2,7548.976
12550,12550.75,11528.85,11648.8955
3130,2395.5,3131.85,2870.4814
3150,4338.9375,4391.25,3885.5579
4540,4543.75,4036.55,3506.8218
17160,17157.875,16483.1,17296.445
7420,7315.625,7619.1,7888.6235
1340,1556.25,1451.05,1819.3031
4820,4909.75,4745.95,4517.6333
2380,2379.75,2095.3,1774.5337
2460,2286.75,2556.5,2210.101
2840,2843.375,3239.75,3446.0857
4710,4710.75,4102.05,3634.2898
5570,7310.6875,5598.85,5547.923
930,1054.25,1421.8,1811.0459
4070,4071.0,4740.4,4036.6958
3570,4232.5,3717.55,3559.6423
1340,1337.75,2436.95,2385.4634
1410,1409.5,1501.1,2091.3298
3250,3248.0,3444.75,3435.1404
930,3822.0,1149.75,1793.035
2040,2039.25,2084.05,2704.4983
1410,1729.5,1526.25,1993.34
1140,1598.75,1123.8,1248.4978
4330,5015.25,4459.65,4099.8228
2660,3287.0,2781.25,2645.3616
3640,3664.5,3731.35,3671.9617
1150,657.75,1278.15,1417.1385
2020,1495.5,1880.2,1690.4181
2070,2070.875,2184.35,2488.4
1250,1248.75,1421.3,1642.6042
5870,4933.6875,5851.3,5904.056
5750,6384.25,5711.25,5446.0522
3910,7248.25,3913.85,3681.1194
1130,1205.25,1225.8,1464.3556
3640,4513.25,3707.8,3901.9504
3360,3185.3125,3534.2,3828.5422
1270,1228.75,1375.4,1715.5304
3770,6390.125,4068.85,4677.618
1900,2101.75,2059.95,2290.408
1270,1166.0,1454.75,1726.3114
870,869.75,837.95,1165.3262
3570,3558.0,3688.75,3696.492
1210,1201.0,1371.95,1833.4121
4780,5178.25,4681.2,4520.855
1340,1338.25,1758.45,2156.1038
1410,1781.75,1541.1,1918.6144
2410,2650.25,2416.95,2698.1248
1070,1285.25,1066.8,1329.2269
1270,1341.25,1650.65,1882.4597
2890,2891.5,3052.0,2752.2004
1690,1506.9375,1785.55,1812.3422
1070,944.25,1124.2,1527.1025
2010,2007.75,2466.3,2936.055
1340,1338.9375,1467.8,1872.9475
930,1227.25,1158.85,1705.9562
4030,4024.6875,4010.05,3970.4478
1980,1981.25,1740.0,1672.8552
2040,2561.25,2048.4,1691.3967
5210,5216.0,3806.4,4143.8384
3170,3169.25,3154.75,3138.7778
1380,1408.75,1486.95,1785.5417
1990,1988.5,2022.0,2075.2712
1910,1908.75,2180.4,2232.9753
2390,2103.5,2421.6,2452.7354
4290,4685.25,4364.6,4149.303
4150,4228.0,4066.7,3392.5913
3590,4235.25,3781.75,3540.6057
6680,7732.8125,8415.3,6891.1763
3660,3176.75,3719.45,3553.305
6250,6298.4375,6198.0,6131.6304
6670,7453.3125,6818.2,6767.3413
27670,25290.6875,26129.3,27694.059
8560,8557.0,8563.9,8660.109
2140,2168.75,2188.9,2345.4307
690,689.3125,741.45,1161.7699
3240,3240.25,3338.9,3370.5579
2230,2228.75,2224.5,2367.1846
1150,1413.5,1203.45,1467.7852
2100,2572.5,2162.05,2574.5383
1980,2329.25,2182.85,2594.7773
3030,3030.1875,3239.85,3146.9219
1280,1278.75,1520.2,1918.5594
3380,3738.25,3380.8,3174.0752
3170,3169.25,3154.75,3138.7778
1570,1730.25,1558.35,2075.589
1380,1408.75,1486.95,1785.5417
1990,1988.5,2022.0,2075.2712
1910,1908.75,2180.4,2232.9753
2390,2103.5,2421.6,2452.7354
6680,7732.8125,8415.3,6891.1763
3660,3176.75,3719.45,3553.305
4890,5957.5,6163.1,5099.785
6250,6298.4375,6198.0,6131.6304
6670,7453.3125,6818.2,6767.3413
27670,25290.6875,26129.3,27694.059
8560,8557.0,8563.9,8660.109
2140,2168.75,2188.9,2345.4307
5340,5721.25,5293.9,5171.3994
690,689.3125,741.45,1161.7699
2230,2228.75,2224.5,2367.1846
1150,1413.5,1203.45,1467.7852
3660,4427.0,3719.5,3243.3179
2100,2572.5,2162.05,2574.5383
1980,2329.25,2182.85,2594.7773
3030,3030.1875,3239.85,3146.9219
1280,1278.75,1520.2,1918.5594
7740,9054.75,8370.75,8410.426
1980,1350.0,2239.2,2452.7354
790,790.75,1175.35,1847.6992
3730,3550.25,3747.05,3626.5286
4150,5390.0,4059.0,4189.1636
4430,4937.0,4490.25,4262.3936
3590,4122.75,3631.35,3554.3215
6830,6829.25,6661.3,6213.994
8700,8937.0,8798.2,8704.694
1280,1008.5,1582.15,1497.752
1280,1278.75,1175.9,1657.1288
2470,3013.25,2867.95,2727.9111
860,989.25,942.25,1229.6777
2400,2753.75,2303.25,2370.6394
970,1284.0,1134.2,1921.2162
1070,1663.75,1141.95,1375.6271
10090,10980.5,10287.7,9949.255
2540,2424.5,2805.6,2817.8723
4570,4571.625,5029.8,5344.071
1000,925.25,1204.6,1434.5713
1140,1137.75,1450.7,2014.511
4460,5506.75,4262.6,3953.11
2980,6940.0,3518.4,4154.1025
2330,2662.5,2389.85,2177.2068
3660,4118.6875,3597.75,3568.8633
2260,2257.6875,2594.8,2727.7966
3520,3519.0,2990.5,2436.8704
1490,1642.6875,1662.1,2251.3313
1840,2032.25,2392.35,2275.7236
1350,1351.5,1651.25,1762.6053
2350,3122.25,2557.4,2738.2588
2050,2059.75,2155.95,2580.5635
13590,13586.25,13882.45,12911.207
15480,15478.25,14749.55,15537.295
2400,2398.9375,2187.1,1977.089
21000,19662.9375,19683.95,21180.201
1000,1881.5625,1289.15,2094.7131
860,1456.25,937.8,1521.1492
1210,1771.25,1277.9,1600.5983
5480,4789.25,6477.0,5748.2334
4400,4613.875,4703.45,4301.4463
1070,736.5,1258.7,1962.5653
3870,4916.625,4163.4,4677.618
1170,1360.75,1274.3,1639.8221
4150,4999.0,4343.15,4724.0737
1070,1485.5625,1212.05,1313.0687
2330,2926.5625,2825.15,2935.6333
2470,2753.25,2415.85,2428.8289
1910,1860.75,2071.25,2404.513
3310,4111.25,5350.5,3789.8098
2190,2188.25,2293.3,2295.7666
3400,3467.0,3528.25,3834.9062
2820,3376.25,2913.9,2827.8772
3310,2381.0,3508.9,3590.5894
1630,1144.75,1745.75,1740.8967
4220,4216.25,3875.55,3157.1348
1840,2866.75,1907.15,2230.3755
3590,3491.0,4430.65,5040.5737
3170,2435.75,3304.35,3169.9373
1140,2346.25,1299.15,1376.6929
790,1084.0,1101.0,1813.7355
1210,1257.0,1344.25,1825.1792
580,579.0,763.0,1243.9213
3350,3346.5,3449.4,3257.3613
3130,4227.0,3323.75,3243.3179
4710,5252.5625,4315.25,4063.5806
3450,3795.75,3456.5,3497.694
1140,1180.25,1248.4,1685.7461
5240,5399.25,4995.4,4819.4004
2650,2631.5,2536.9,2297.0564
1140,1138.25,1366.5,2091.3298
1630,1982.8125,1679.2,2102.213
1000,1003.9375,1400.95,1576.1393
2330,3714.75,2443.4,2685.8635
2260,3620.75,2305.0,2512.3826
2260,2260.75,2213.65,2470.5374
4850,6379.875,5086.75,4629.619
3870,4354.75,4224.2,4731.762
4290,5583.6875,4451.25,4942.4097
2050,2051.625,2225.25,2585.2034
720,843.25,843.3,1527.1025
790,1630.25,924.4,1204.9384
860,1022.75,940.75,1469.9336
790,1243.25,866.55,1322.8175
930,1678.25,1125.75,1375.6271
1070,1957.0,1300.2,2037.7588
1490,1170.25,1516.8,1935.8413
3730,3352.25,4119.8,4661.142
3590,4180.0,3810.9,3879.503
4080,4898.5,4337.4,4699.676
3800,4710.6875,3945.2,4078.9526
1210,1158.75,1344.75,1617.3346
4710,4489.25,4767.2,4839.7065
4920,4839.25,4905.2,4961.5244
4920,4893.75,4905.2,4961.5244
2140,2757.25,2198.25,2281.0764
1910,1621.75,2138.35,2281.0764
1490,1492.25,1678.4,2276.3674
1370,1370.25,1457.3,2091.3298
4360,4362.5625,3814.85,3330.8545
2190,2178.25,2073.25,2174.567
2330,2444.5,2333.1,2061.6182
2330,3009.75,2414.95,2390.7175
1350,1977.75,1680.75,1923.7197
2050,5256.5,2756.55,2758.2747
3600,3552.75,3690.2,3456.3306
3590,3690.75,3668.2,3507.1042
1990,2326.75,2036.2,1998.7201
2060,2288.75,2078.75,1691.3967
20930,19334.375,22463.7,21281.361
2820,2960.0,2825.6,2757.8848
1000,999.5,1415.1,2045.004
1070,1878.0,1740.55,2144.3289
1980,2225.5625,2121.05,2633.347
860,859.5,972.05,1625.6382
650,1297.75,795.05,1369.2177
3380,3636.5,3680.35,3866.4944
3950,4009.5,4015.4,3879.2815
3870,3858.75,3826.2,3816.805
3800,3802.125,4732.75,4840.443
4990,4989.25,3963.8,3911.7231
1910,1574.25,2091.6,2473.32
3050,6061.125,3238.45,3395.2485
5410,4811.75,5161.5,4688.2505
3660,3659.25,3787.35,3712.414
5760,5762.1875,5431.85,5117.8916
740,742.6875,1300.35,1809.0284
890,1366.75,956.3,1248.4978
5690,4224.0,5910.2,6773.2427
6670,6164.0,8731.5,7317.253
1160,1531.8125,1386.35,1754.8196
1980,2373.5,2246.9,2496.8845
3940,5221.625,3980.95,4418.962
3590,3589.4375,3735.0,3937.5154
6250,6238.25,6357.8,6989.634
3920,3920.0,3125.7,2852.421
3380,4341.0625,3372.15,3145.557
6040,6041.25,6038.55,6054.7437
4570,7188.625,5058.9,5656.57
3730,4097.25,3904.35,3900.5283
3870,4668.375,3887.4,4140.2236
3730,4857.25,4225.8,4604.3926
2810,2829.25,2656.8,2493.1467
860,859.0,1130.0,1910.2234
2350,3933.75,2591.45,2535.127
2060,2912.75,2247.85,2871.0857
6480,6304.5,7790.9,6874.067
1350,1732.0,1703.7,2288.6033
3140,3140.75,2990.55,2727.685
5380,9892.1875,6363.0,6693.25
3650,4173.5,3827.95,3802.597
3730,4384.5,3966.85,3992.4507
3800,3847.5,3781.7,3439.8086
4290,4218.75,4560.65,4673.1094
2070,2202.25,2073.4,1691.3967
1810,2535.5,1847.6,1819.4523
2020,2019.9375,2138.9,2288.9956
990,990.5,1407.2,2034.5085
5060,4149.25,5331.6,5084.7812
640,640.5625,1307.75,1329.8704
3380,3346.25,3415.15,3142.9412
2190,2190.5,2376.55,2404.513
3030,4045.3125,3263.65,3753.1309
3030,4174.5,3264.6,3243.3179
1150,1804.75,1467.35,1704.1714
3590,4079.0,3945.25,4246.694
3420,3775.0,3646.45,3814.4888
5710,4793.125,5581.2,5085.0537
4150,4207.8125,3799.35,4063.034
2210,2267.75,2178.45,2404.513
1510,1509.25,1556.0,2028.3727
1300,1478.5,1530.15,1694.9319
9300,9154.75,8093.2,8041.685
1960,2300.75,2376.95,2459.7004
3740,3410.25,3558.05,3319.936
2540,3082.25,2316.95,2457.072
2500,2499.25,2474.35,2738.2588
4920,7322.375,5311.6,5965.8213
3720,3530.5,3622.45,3757.3738
5570,5569.875,5434.35,5366.218
2070,2202.25,2073.4,1691.3967
9140,13658.1875,8973.85,8701.563
30880,24544.375,28746.1,30709.834
1000,2288.75,1103.1,1631.2249
5060,4149.25,5331.6,5084.7812
4990,4773.75,5633.2,6215.3267
3580,5206.5,3973.5,4124.957
1230,1897.5,1518.35,2180.5195
2150,593.875,2859.95,2844.9683
3190,934.375,4112.4,3580.1526
1940,2755.8125,2301.6,2719.8193
1100,1597.5,1329.65,1689.342
5100,5365.0625,6078.0,5211.883
4860,4976.75,5012.0,4961.5244
640,1535.25,1002.1,1684.6956
1280,1997.75,1815.6,1990.5544
1710,2047.75,2060.6,2207.9524
700,701.25,1089.8,1772.4457
1210,1023.25,1518.0,1500.5104
1600,1600.0,1958.2,1954.0105
1230,1229.5,1560.45,1810.7418
4080,4080.0,4047.45,3681.1194
3230,4419.25,3507.35,3526.2769
3890,3831.0,3826.3,3439.8086
3590,3890.5,3837.65,3809.0867
5050,5049.75,5212.85,5366.218
1570,1573.9375,1638.2,1872.9475
7170,7614.5,7303.8,7452.5776
2780,4555.375,2800.7,2735.2754
1660,1659.75,1684.9,1679.0944
760,1192.75,1029.9,1761.9645
470,887.75,765.35,1327.654
650,809.0,844.95,1357.8993
3630,3875.75,3973.05,4223.044
1240,1558.25,1489.85,1923.1495
720,246.9375,1027.75,1775.1515
3140,3139.5,3156.9,3567.0042
730,58.75,861.6,1243.9213
680,679.0,933.85,1376.6129
1620,2134.75,1774.3,2504.2893
1470,2658.75,1899.35,2457.072
1420,1257.75,1802.5,2209.214
5760,3246.0,5472.3,4767.1587
4080,4873.75,4244.6,4655.076
4180,4903.5,4271.45,4655.076
1260,1262.125,1607.25,1469.4913
4770,4770.5,5731.35,5845.6504
28080,28080.0,28137.9,28319.783
7930,9075.0,8546.15,8793.131
1560,2440.5,1841.35,2431.9143
1500,1853.25,1701.45,2038.7997
2660,2659.75,2576.95,2495.6453
950,1448.0,1271.75,1637.5708
2820,4113.0,3250.65,3293.516
3510,7593.75,3868.4,3633.902
4710,8225.0,5573.1,5221.842
3100,4549.75,3424.15,3763.7292
560,561.25,1162.4,1620.1678
5660,5657.75,5336.85,4622.3687
5650,5544.25,6091.15,7101.55
4010,4407.25,4144.25,3845.008
560,1148.5,802.6,1225.807
23570,23571.625,20916.55,22813.393
13870,13868.875,11313.85,13087.617
2870,2868.375,2593.15,2969.5276
